ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
118782,39462,1,Adegokew,33,265461313,Teacher,61204.77,5057.3975,8,8,32,6,"not specified,home equity loan,not specified,student loan,student loan,auto loan",25,20,18.42,11,Bad,4751.96,37.60630048010352,153,Yes,236.4311998161849,40.40925304293994,High_spent_Medium_value_payments,421.9760462,Standard
118794,6397,1,Ferreira-Marquest,42,885141406,Architect,19711.14,1490.595,1,4,11,1,debt consolidation loan,2,12,4.23,2,Good,334.63,26.37702076251601,248,No,14.424565757578272,24.44070285305148,Low_spent_Small_value_payments,263.6595352471405,Standard
118830,46209,1,Padraic Halpinm,26,214508529,Engineer,20014.91,1376.9091666666666,8,7,18,5,"personal loan,auto loan,auto loan,personal loan,student loan",32,25,21.56,7,Bad,2513.52,40.16690387802906,25,NM,59.24475279001607,12.720434421247807,Low_spent_Small_value_payments,318.14721838083614,Standard
118854,25045,1,Martinney,32,407268327,Architect,66979.76,5398.6466666666665,6,10,21,2,"mortgage loan,not specified",34,16,0.78,12,Bad,1966.61,27.86711189206045,130,Yes,96.26557190203152,56.49230031076704,High_spent_Small_value_payments,576.4406817718858,Poor
118866,12688,1,Caseyw,22,277056095,Doctor,61017.93000000001,5054.8275,4,3,7,3,"debt consolidation loan,not specified,debt consolidation loan",15,19,11.13,4,Standard,1399.51,32.69573656803597,231,No,132.88638333402182,59.239666653495725,Low_spent_Large_value_payments,407.2675115,Standard
118890,4049,1,Frewy,31,389556408,Architect,78666.56999999999,6485.5475,4,5,17,4,"not specified,personal loan,home equity loan,debt consolidation loan",29,13,0.63,0,Standard,1498.7,26.128708336599143,262,No,247.85114466764472,58.49699428673007,High_spent_Large_value_payments,551.5651678618386,Standard
118926,6197,1,Jeffrey Hellerw,17,13265726,Doctor,34888.64,2771.3866666666668,5,5,20,3,"credit-builder loan,credit-builder loan,mortgage loan",24,14,17.08,4,Standard,817.6,38.201394198229735,100,Yes,46.09169698112407,23.881639587996855,Low_spent_Small_value_payments,275.6103465774071,Standard
118938,40439,1,Jans,40,177054513,Writer,128919.96,10511.33,0,3,10,3,"personal loan,personal loan,home equity loan",17,13,5.9,3,Good,579.15,33.00227421023557,328,NM,211.66336630523205,76.47568855878411,High_spent_Large_value_payments,902.3504228971264,Poor
118950,19065,1,Tomo,29,786899032,Engineer,17180.82,1669.735,4,4,17,3,"credit-builder loan,home equity loan,not specified",23,11,11.28,4,Standard,1812.93,30.24135943758701,223,Yes,21.83553825524304,13.47239851050179,High_spent_Medium_value_payments,338.4175599,Standard
118974,21036,1,Jochelleh,49,989634213,Entrepreneur,16204.64,1596.3866666666663,4,5,7,1,not specified,14,20,8.97,3,Good,83.9,32.66470526329332,253,NM,8.897017222603756,39.21495574083784,Low_spent_Small_value_payments,278.9214913219548,Poor
118986,3920,1,Baghdjianv,19,26237011,Journalist,132398.13,11130.1775,1,3,8,4,"credit-builder loan,debt consolidation loan,debt consolidation loan,debt consolidation loan",6,1,3.51,1,Good,1359.45,32.928280810897824,345,No,281.8355280366659,104.98614410287892,High_spent_Large_value_payments,891.4983017,Standard
118998,25496,1,Haysj,44,572957256,Journalist,36354.02,3062.501666666666,9,9,32,7,"personal loan,home equity loan,auto loan,mortgage loan,student loan,credit-builder loan,home equity loan",28,16,16.86,9,Standard,2654.94,31.432477815406784,137,Yes,124.90783055983404,61.096627755646885,Low_spent_Large_value_payments,355.5150777670871,Poor
119010,25336,1,Holdend,31,697144942,Architect,16895.24,1509.936666666667,0,7,9,3,"payday loan,payday loan,debt consolidation loan",25,9,3.69,0,Good,1087.34,37.73145121439817,219,No,29.26888574479901,17.318837137692288,Low_spent_Medium_value_payments,318.05983453326667,Poor
119022,4014,1,Piersonk,16,869018056,Architect,34589.72,2982.476666666667,6,9,25,5,"personal loan,student loan,home equity loan,payday loan,mortgage loan",23,18,3.5,8,Bad,3783.35,32.711926858746544,65,Yes,111.6890443,46.50008705747887,High_spent_Small_value_payments,318.43899021471475,Poor
119034,2630,1,Katharinay,41,414974872,Scientist,9559.285,789.6070833333333,8,7,6,6,"payday loan,mortgage loan,credit-builder loan,payday loan,not specified,not specified",14,16,8.46,7,Standard,1234.79,29.60139032305181,194,Yes,37.73284387974515,28.782728557724877,Low_spent_Small_value_payments,246.38292806745312,Standard
119046,33445,1,Zahariay,21,462174966,Engineer,34365.96,2993.83,8,9,26,2,"payday loan,student loan",15,23,7.57,8,Standard,2011.12,39.33902654551041,80,Yes,52.20331141,29.56040086102671,High_spent_Large_value_payments,432.8401483723962,Poor
119070,29110,1,Saraho,27,916033027,Architect,10667.73,1027.9775,7,6,18,2,"personal loan,not specified",14,10,14.32,2,Standard,556.11,28.33549153480685,295,NM,16.305809736297753,48.26154301538996,Low_spent_Small_value_payments,259.0972165318718,Standard
119082,1041,1,Seetharamans,43,299935267,Engineer,112287.51,9097.2925,3,5,5,3,"credit-builder loan,not specified,auto loan",11,5,7.84,4,Good,281.28,37.28490409805922,227,No,167.0641236073926,72.20205679078485,High_spent_Medium_value_payments,648.9831661661831,Standard
119094,23612,1,Seetharamanz,39,506315199,Mechanic,43516.38,3635.365,8,5,18,3,"not specified,auto loan,debt consolidation loan",16,5,4.98,4,Standard,217.57,25.014256956600185,324,No,102.91660742765444,45.22234204600667,Low_spent_Small_value_payments,374.56266649258833,Standard
119106,40739,1,Neil Maidmentp,25,655421269,Mechanic,118831.62,9625.635,0,6,6,2,"auto loan,payday loan",7,8,2.37,2,Good,1406.77,42.23169298313344,368,No,138.43813068416168,167.83938716379703,High_spent_Small_value_payments,761.6501007831389,Standard
119130,28368,1,Jonathan Stempelo,42,621865012,Journalist,138206.04,11568.17,2,3,8,3,"auto loan,credit-builder loan,student loan",14,5,4.76,4,Good,1337.34,28.19482651747664,253,No,173.2347549574972,83.23113482665572,High_spent_Medium_value_payments,1013.697339729004,Good
119154,26907,1,Chrism,46,113644918,Scientist,58464.06,4655.005,5,6,2,4,"mortgage loan,credit-builder loan,credit-builder loan,home equity loan",1,13,10.14,0,Good,56.59,25.17145312651721,273,No,181.73889422314087,79.81369987074503,Low_spent_Small_value_payments,195.11351131673604,Good
119166,15868,1,Fiona Shaikht,41,486784954,Entrepreneur,55100.76,4763.730000000001,6,6,20,2,"mortgage loan,debt consolidation loan",8,9,17.14,7,Standard,916.34,27.04602269628121,103,NM,60.01375335458706,53.296429717329865,Low_spent_Small_value_payments,447.8714507826601,Standard
119178,13474,1,rian Winterw,49,132283450,Journalist,36603.85,3204.320833333333,4,5,7,4,"home equity loan,debt consolidation loan,not specified,personal loan",24,17,15.75,2,Standard,1127.32,25.74501314,335,Yes,106.36660605038576,25.40538160645333,Low_spent_Medium_value_payments,180.9342632,Standard
119226,47876,1,Terrym,42,580118949,Doctor,171547.24,14241.603333333333,2,3,7,4,"credit-builder loan,credit-builder loan,auto loan,student loan",11,4,3.16,4,Good,1042.68,41.050863783440754,301,No,533.8391838116999,330.6180211,High_spent_Large_value_payments,786.2942566000439,Standard
119238,7845,1,Abhijit Neogye,30,799331118,Lawyer,14145.77,974.8141666666668,8,10,17,6,"not specified,not specified,not specified,payday loan,payday loan,personal loan",53,15,17.47,8,Bad,4609.03,22.341378455897623,113,NM,48.708454955677176,29.640975199486228,Low_spent_Medium_value_payments,249.29935608602264,Standard
119250,42020,1,Karey Wutkowskiy,18,257880889,Doctor,21480.965,1750.080416666667,3,2,4,2,"auto loan,home equity loan",4,5,11.02,4,Good,783.47,25.56354480707004,394,No,31.65421724722853,13.585661271042536,Low_spent_Small_value_payments,332.4781315842132,Good
119262,28376,1,Niluksi Koswanageb,31,987640393,Lawyer,16501.39,1101.1158333333333,0,5,3,2,"student loan,mortgage loan",13,11,6.63,0,Good,589.87,38.44886225515496,281,No,24.18573262845021,44.282208641355375,Low_spent_Medium_value_payments,321.6436420635277,Standard
119274,47266,1,Gregk,28,722892405,Architect,87232.86,7118.405,4,4,20,3,"mortgage loan,mortgage loan,auto loan",29,8,12.84,4,Standard,1169.61,35.12076484811104,333,Yes,177.52915868950382,95.06875169408087,High_spent_Large_value_payments,652.7555516579545,Standard
119298,22908,1,Philip Pullellax,16,732974296,Media_Manager,56069.64,4416.47,10,7,23,5,"auto loan,auto loan,debt consolidation loan,credit-builder loan,mortgage loan",41,15,25.96,9,Bad,3497.65,36.37779669,19,Yes,151.2985192735885,73.28463597597252,High_spent_Medium_value_payments,467.0638448,Standard
119310,3362,1,Poornima Guptao,26,979913445,Engineer,33208.95,3034.4125,7,6,17,5,"auto loan,home equity loan,personal loan,credit-builder loan,credit-builder loan",24,11,18.98,4,Standard,559.23,36.76138890032448,160,Yes,98.05708993,32.69640194190806,Low_spent_Small_value_payments,355.48272093934526,Standard
119334,22698,1,William Schombergh,41,97102324,Lawyer,7664.315,918.6929166666664,6,5,15,5,"debt consolidation loan,student loan,not specified,credit-builder loan,not specified",36,15,12.6,7,Standard,1294.45,39.69932828024224,140,Yes,24.236104131368567,23.742453414177326,Low_spent_Medium_value_payments,280.4864105,Poor
119346,13885,1,Annb,22,387979961,Architect,20655.07,1726.2558333333334,7,5,9,2,"not specified,auto loan",15,13,9.88,5,Standard,1027.83,33.159666844197595,231,Yes,27.51648199970192,17.477048496099616,High_spent_Medium_value_payments,371.45187457007177,Standard
119358,3872,1,Anurag Kotokyf,40,918159352,Musician,58063.48,4759.623333333334,8,9,24,5,"home equity loan,student loan,student loan,payday loan,student loan",39,21,17.93,8,Bad,4265.3,25.027666188262323,19,Yes,136.15843389566928,50.02152781067893,High_spent_Medium_value_payments,443.50428435787217,Poor
119394,13442,1,Steve Slaterv,31,72109669,Teacher,8107.295,809.6079166666667,8,8,16,6,"debt consolidation loan,personal loan,payday loan,home equity loan,auto loan,payday loan",22,19,26.6,8,Bad,3838.2,37.29247724941008,58,Yes,24.350392834007767,25.589677147980947,Low_spent_Small_value_payments,280.9764423193957,Standard
119406,36852,1,Douwe Miedemav,16,276174296,Developer,33515.8,2628.9833333333336,8,9,30,6,"not specified,credit-builder loan,home equity loan,not specified,student loan,payday loan",59,17,6.6,11,Bad,1883.15,29.729111723960045,92,NM,91.66449551381868,24.49287582660457,Low_spent_Small_value_payments,105.95119832698532,Standard
119418,8435,1,Gavind,35,898999373,Architect,20344.02,1950.335,3,3,33,2,"not specified,mortgage loan",6,19,13.29,10,Standard,1391.92,34.863606048777626,203,Yes,19.01810842,14.899359569032812,Low_spent_Medium_value_payments,402.3440966096714,Standard
119442,47064,1,Raol,36,706048206,Writer,134569.34999999998,10979.112499999996,0,4,8,2,"personal loan,debt consolidation loan",13,7,5.39,4,Good,384.01,26.77881502366612,214,NM,199.8822525461953,107.33412860473814,Low_spent_Medium_value_payments,289.2481517461096,Good
119478,47196,1,Costa Alisterj,39,236778820,Journalist,17373.39,1550.7825,4,6,20,5,"auto loan,personal loan,not specified,credit-builder loan,student loan",14,14,15.57,10,Standard,2537.45,39.56952599079491,203,NM,54.03211205959445,51.01128665929015,Low_spent_Small_value_payments,325.6746102,Standard
119490,18351,1,Noah Barkino,22,270888789,Journalist,16614.765,1424.56375,4,7,20,1,home equity loan,20,18,2.55,4,Standard,931.36,29.32659580873115,380,No,7.403524777057425,28.11694869440094,Low_spent_Medium_value_payments,365.7850427630955,Standard
119514,3267,1,Wan Xue,38,920349069,Architect,127206.66,10631.555,1,7,10,1,not specified,6,0,3.44,3,Good,61.05,26.50118137,187,No,57.74193101938323,127.85021170912935,Low_spent_Medium_value_payments,436.31241344850713,Good
119526,15696,1,Deightonl,18,479195462,Journalist,146724.36,12276.03,1,4,3,1,not specified,3,4,2.61,4,Good,1319.64,33.38822234286526,334,No,94.21315119514816,210.5197505179978,Low_spent_Medium_value_payments,1014.2874106839314,Good
119538,17383,1,Poornimad,54,200092850,Mechanic,34963.82,3195.651666666666,6,5,10,4,"not specified,personal loan,debt consolidation loan,not specified",25,14,9.56,0,Standard,879.49,28.51986012071769,274,Yes,108.79608291381334,40.249119560782844,Low_spent_Small_value_payments,256.1656493126028,Standard
119550,30239,1,Leffc,53,498342763,Teacher,120404.72,10145.726666666667,3,6,11,3,"credit-builder loan,debt consolidation loan,debt consolidation loan",1,2,4.529999999999999,2,Good,1318.6,30.40216441361721,238,No,228.84851047357492,70.24109555198356,High_spent_Large_value_payments,955.4830606411084,Standard
119574,23861,1,Philipn,31,831639052,Developer,107449.74,9022.145,7,5,8,4,"student loan,debt consolidation loan,credit-builder loan,payday loan",19,17,17.03,6,Standard,1218.49,33.09461091906227,343,Yes,358.04056521880653,107.6344348934141,Low_spent_Medium_value_payments,162.24288872640818,Standard
119586,16852,1,Adrian Croftf,41,577416573,Developer,21120.835,1790.0695833333332,3,5,2,3,"debt consolidation loan,credit-builder loan,student loan",15,2,11.73,1,Good,655.39,35.72582356,289,No,35.01873174611252,26.28714083721727,High_spent_Small_value_payments,319.9054209353349,Good
119598,40307,1,Sonali Pauls,20,285660194,Manager,17738.32,1715.1933333333334,10,5,24,4,"credit-builder loan,debt consolidation loan,home equity loan,credit-builder loan",44,24,6.63,7,Bad,2496.93,35.35287857491977,163,NM,48.054054075381295,30.513242233993697,Low_spent_Small_value_payments,291.4615359174253,Poor
119610,27013,1,Keithy,25,106841067,Media_Manager,15905.25,1075.4375,5,4,34,7,"not specified,student loan,home equity loan,home equity loan,mortgage loan,not specified,payday loan",22,20,17.51,10,Standard,2223.59,28.416180665026413,227,Yes,49.58611442407332,24.68494093457484,Low_spent_Small_value_payments,204.7826269261992,Poor
119622,25520,1,Economics Correspondentc,41,951457111,Architect,89705.92,7678.493333333333,6,4,16,4,"mortgage loan,mortgage loan,student loan,home equity loan",16,10,8.34,4,Standard,434.95,41.09333545139128,319,No,269.36753849045755,111.88108856422453,High_spent_Large_value_payments,576.1258082640485,Standard
119646,32672,1,Lisa Baertleine,45,513954989,Lawyer,13139.855,1015.9879166666668,5,5,15,1,debt consolidation loan,8,12,8.54,3,Standard,361.58,31.930301802363307,279,NM,7.183338098170633,10.997718506429235,Low_spent_Small_value_payments,334.4559362478996,Standard
119658,19510,1,Dowsettn,26,744466342,Teacher,22419.74,1760.311666666667,4,7,9,5,"personal loan,auto loan,mortgage loan,debt consolidation loan,not specified",19,14,11.47,7,Standard,346.91,38.27969522996725,167,Yes,69.49404802,34.218779870239274,Low_spent_Small_value_payments,306.0473117277546,Standard
119682,26137,1,Yee Rani,37,876051384,Architect,41131.36,3589.613333333333,4,6,1,4,"personal loan,personal loan,debt consolidation loan,credit-builder loan",6,8,6.75,4,Good,499.67,29.11067322,243,No,105.0551974571466,43.52453978236925,High_spent_Medium_value_payments,403.7267532377489,Good
119718,31728,1,Lynnley Browningd,35,770386359,Mechanic,20503.21,1430.6008333333332,8,9,21,9,"not specified,payday loan,payday loan,payday loan,auto loan,debt consolidation loan,auto loan,home equity loan,auto loan",39,15,9.24,11,Bad,4735.55,38.948249328803726,145,Yes,125.27822365385012,42.62802642695917,Low_spent_Large_value_payments,163.8957166506783,Poor
119730,2049,1,Naomiv,28,478457247,Accountant,37182.62,3200.5516666666667,7,6,19,6,"personal loan,student loan,student loan,home equity loan,auto loan,debt consolidation loan",20,19,20,11,Bad,2671.92,24.772335934902515,184,Yes,132.30584949564553,36.95957298190376,High_spent_Large_value_payments,382.2538739564832,Poor
119742,21779,1,Marton Dunaia,45,319840979,Engineer,28828.86,2631.405,7,7,19,8,"personal loan,credit-builder loan,auto loan,mortgage loan,student loan,debt consolidation loan,home equity loan,student loan",24,22,19.11,11,Bad,2982.96,31.922740348554164,71,Yes,144.03868906888604,50.30140768491775,Low_spent_Large_value_payments,283.3909927184165,Poor
119754,24751,1,Whiteq,26,10297035,Media_Manager,21873.68,2051.8066666666664,4,1,3,4,"home equity loan,auto loan,mortgage loan,personal loan",7,10,7.65,0,Good,303.42,34.68040117326477,205,No,54.34360940857809,22.757739793993693,Low_spent_Medium_value_payments,321.8055740313687,Standard
119766,5203,1,Ailx,48,580735233,Scientist,10682.245,689.1870833333335,7,6,6,4,"personal loan,student loan,personal loan,mortgage loan",18,20,8.22,0,Standard,1269.6,34.61182444459387,323,No,17.933634246525163,16.777576193186118,Low_spent_Small_value_payments,272.9053237424216,Standard
119790,45109,1,Lashp,31,298258844,Doctor,34217.66,2794.471666666667,4,3,11,1,personal loan,10,6,5.39,2,Good,459.1,36.39894074790943,289,No,15.081411038813451,22.64486910993656,High_spent_Large_value_payments,481.7208865179167,Good
119802,2176,1,Herbertw,18,874411891,Entrepreneur,82684.62,6603.384999999998,4,5,6,1,payday loan,8,6,5.8,3,Good,944.15,24.91438767449821,313,No,45.949631,49.82602446465504,Low_spent_Large_value_payments,266.5955815790216,Standard
119826,45394,1,Reneer,16,847925921,Journalist,16886.79,1137.2325,8,6,32,9,"mortgage loan,payday loan,auto loan,debt consolidation loan,personal loan,auto loan,auto loan,student loan,debt consolidation loan",25,25,2.75,8,Bad,2039.51,31.52303236458237,231,Yes,68.84958845829442,15.260902365053791,Low_spent_Small_value_payments,228.2989743510036,Poor
119838,21221,1,Bakerg,26,485239890,Doctor,62313.54,5120.795,7,3,18,4,"auto loan,payday loan,student loan,credit-builder loan",27,11,12.82,6,Standard,817.64,28.199205565662307,119,Yes,196.6796423998655,63.34674977,Low_spent_Large_value_payments,464.23199428162224,Standard
119850,41607,1,Alejr,29,778401332,Lawyer,147378.96,12131.58,1,4,11,2,"payday loan,home equity loan",0,7,8.12,0,Good,1180.37,43.88761195789312,196,No,129.99254988725193,79.25338905695266,High_spent_Small_value_payments,1084.555610818258,Standard
119874,10673,1,Emmottd,38,329693115,Musician,12821.555,932.4629166666666,4,7,16,4,"debt consolidation loan,credit-builder loan,payday loan,auto loan",27,19,9.71,7,Standard,1295.41,31.517096623669413,197,Yes,22.64408433216831,22.00059835695457,High_spent_Large_value_payments,288.60160897754383,Standard
119886,43020,1,Browningh,52,995608424,Journalist,89607.24,7256.27,0,5,12,2,"student loan,credit-builder loan",13,4,3.54,3,Good,715.19,39.59200534,355,No,147.8470094912456,57.36781766,High_spent_Large_value_payments,609.7213519380007,Good
119898,20264,1,Anthony Deutscht,36,15781852,Developer,57293.49000000001,4610.4575,8,7,34,7,"student loan,personal loan,auto loan,auto loan,student loan,auto loan,not specified",38,16,10.83,8,Bad,1970.44,30.78166999715287,87,Yes,309.6118553301733,40.32652285034322,High_spent_Small_value_payments,207.50829088684355,Poor
119910,25524,1,Samn,31,674764745,Teacher,117355.48,9757.623333333331,4,7,2,1,credit-builder loan,8,1,0.72,3,Good,1484.67,36.21090282,313,No,67.67342475069336,73.75419876781208,High_spent_Large_value_payments,1074.334709814828,Standard
119934,26841,1,Steve Slaterk,27,580482588,Writer,68561.31,5594.4425,6,5,12,2,"mortgage loan,credit-builder loan",30,14,10.72,8,Standard,93.67,27.3455573,359,Yes,58.021273670209816,61.61540011670861,High_spent_Large_value_payments,667.0399380394348,Standard
119958,45107,1,Raji Menons,15,425356996,Scientist,35412.02,2715.0016666666666,5,3,19,6,"mortgage loan,mortgage loan,not specified,credit-builder loan,debt consolidation loan,not specified",22,20,11.01,8,Standard,495.51,33.60312555,207,Yes,130.7251903901762,54.66186569652521,Low_spent_Small_value_payments,317.13836824100565,Standard
119970,26495,1,Lawrence Whiteb,45,255929474,Engineer,40985.48,3329.456666666667,8,7,27,4,"auto loan,not specified,payday loan,not specified",41,18,9.74,11,Bad,1941.84,27.01010668173131,133,Yes,87.04652375,40.02521655376118,High_spent_Large_value_payments,445.8739263644604,Poor
119982,31545,1,Niveditaa,35,72748737,Entrepreneur,94739.7,7838.975000000001,3,7,3,1,personal loan,15,4,6.14,1,Good,1413.38,28.69318214934572,334,No,72.88882008913096,54.47860558658425,High_spent_Large_value_payments,878.1980384217561,Standard
119994,48677,1,Rossk,30,530340553,Scientist,16162.13,1208.8441666666663,8,5,22,6,"debt consolidation loan,credit-builder loan,payday loan,not specified,auto loan,home equity loan",15,15,20.07,16,Bad,4449.15,31.435952709628225,160,NM,77.05169811477847,25.906422056966186,Low_spent_Medium_value_payments,198.67522227455868,Standard
120006,37695,1,Bradenc,40,56362414,Writer,135478.36,11380.863333333333,4,6,3,1,mortgage loan,13,17,3.91,3,Standard,845.47,38.830910394545256,194,No,71.20199449186453,111.92948989834134,Low_spent_Medium_value_payments,707.5916178192839,Standard
120018,50681,1,Jeffsi,36,980944458,Writer,32152.97,2602.414166666667,4,3,6,2,"credit-builder loan,mortgage loan",11,15,13.06,6,Standard,612.91,35.04543435909848,134,NM,33.40830422059405,34.89131773,Low_spent_Small_value_payments,193.4782470957456,Standard
120030,43109,1,Kotokys,24,720016332,Writer,12833.68,1300.4733333333334,3,4,6,4,"auto loan,not specified,student loan,auto loan",29,20,9.1,2,Good,100.3,32.40362297810788,211,No,35.749769225744146,23.525232004015788,High_spent_Small_value_payments,312.3713224427058,Good
120078,11734,1,McCrankf,41,622345202,Developer,29778.94,2448.578333333333,1,7,3,4,"home equity loan,auto loan,debt consolidation loan,auto loan",2,3,9.45,4,Good,1186.98,34.962723311616365,262,No,82.65711212346402,33.16017502481905,Low_spent_Small_value_payments,180.24379344576312,Good
120090,39091,1,Philipp Halstrickm,27,587143010,Mechanic,58508.76,4722.730000000001,6,5,17,4,"mortgage loan,credit-builder loan,not specified,personal loan",25,17,18.72,6,Standard,1048.25,34.24954533065369,172,Yes,164.1990219368715,91.23038597836936,High_spent_Small_value_payments,339.6904459382232,Standard
120102,37257,1,Horowitzg,39,111526085,Entrepreneur,65050.32,5626.86,8,5,15,6,"payday loan,personal loan,auto loan,auto loan,auto loan,credit-builder loan",36,13,7.19,7,Standard,1566.55,35.881083527226686,119,Yes,173.0415281068971,58.21952947,High_spent_Medium_value_payments,457.7797392106829,Poor
120162,26427,1,Potterg,44,773485826,Lawyer,31672.76,2854.396666666666,5,4,10,2,"not specified,home equity loan",17,18,9.12,4,Standard,1151.35,30.54843824314512,203,Yes,33.477996313088234,44.05194235470556,Low_spent_Small_value_payments,383.71009189776015,Standard
120174,27587,1,ill Trottx,23,266047936,Engineer,88905,7199.75,6,7,11,2,"debt consolidation loan,mortgage loan",10,12,0.58,3,Standard,971.83,28.165028738402768,371,NM,132.55257826446078,106.91713093533843,High_spent_Large_value_payments,720.5052908002008,Standard
120186,17424,1,Wintere,37,87884254,Media_Manager,14620.51,1176.3758333333333,9,7,29,7,"personal loan,home equity loan,student loan,credit-builder loan,credit-builder loan,debt consolidation loan,personal loan",28,13,7.4,12,Standard,2482.1,34.381756447559354,163,Yes,82.51268340525161,43.14500753269511,Low_spent_Medium_value_payments,238.8039004561396,Poor
120198,27797,1,Donny Kwokc,38,643363270,Developer,32273.01,2800.4175,1,4,2,3,"mortgage loan,mortgage loan,student loan",7,4,3.06,0,Good,1362.01,33.823979562010074,183,No,65.04265706310916,49.88838465999186,Low_spent_Small_value_payments,412.96543896073575,Poor
120210,26475,1,Kumaro,30,580256454,Manager,19995.55,1695.2958333333331,6,6,29,5,"not specified,debt consolidation loan,debt consolidation loan,student loan,home equity loan",22,21,19.26,11,Standard,1358.9,24.80676354768828,68,Yes,63.38997606593154,31.00394227156521,High_spent_Medium_value_payments,285.76114548066744,Poor
120222,37501,1,Leongh,36,387286212,Media_Manager,35719.4,2802.616666666667,3,2,11,2,"payday loan,home equity loan",12,10,8.54,4,Good,1468.61,37.54121755889533,247,No,48.00661005084776,69.36483993994916,High_spent_Small_value_payments,393.63431208111473,Good
120282,20493,1,Suzanne Barlynf,42,872670804,Teacher,44998.71,3916.8925,10,5,31,3,"student loan,home equity loan,auto loan",57,10,16.65,6,Standard,2559.56,32.74531525355004,226,Yes,56.83945041255036,74.18352430487202,High_spent_Large_value_payments,499.3055650282311,Poor
120306,34115,1,Ulf Laessingu,44,756779650,Musician,36637.1,3069.0916666666667,7,6,15,2,"mortgage loan,student loan",18,22,11.39,2,Standard,68.98,24.87404058199088,328,No,50.96763021392703,53.693471503096994,High_spent_Large_value_payments,442.2480649496426,Standard
120330,15954,1,Ortizm,14,788421694,Writer,11253.46,808.7883333333333,3,6,6,4,"not specified,credit-builder loan,auto loan,payday loan",25,11,13.52,6,Standard,1381.81,24.06060541882152,190,Yes,32.591081540714804,26.124772569780045,Low_spent_Small_value_payments,265.84154474300067,Standard
120342,44472,1,Lj,19,511504936,Doctor,17227.16,1398.5966666666666,8,6,22,6,"payday loan,not specified,mortgage loan,personal loan,personal loan,student loan",48,15,7.52,11,Bad,2086.83,38.60911039639064,98,Yes,69.89030850526585,29.185724583571076,Low_spent_Small_value_payments,177.03039028097652,Poor
120354,38414,1,Jessicax,16,87187812,Engineer,9822.095,785.5079166666666,10,8,19,5,"personal loan,student loan,not specified,payday loan,not specified",35,15,26.11,7,Bad,2813.68,29.98865370225257,37,Yes,22.50769752852936,35.579529385288744,Low_spent_Small_value_payments,310.46356475284864,Poor
120366,13316,1,Lisak,34,973776619,Architect,17738.305,1419.1920833333334,7,4,13,1,not specified,18,11,12.9,6,Standard,661.03,40.18993629370672,256,Yes,11.73773832906844,36.37648331440496,High_spent_Small_value_payments,318.29003862910685,Standard
120378,11029,1,Christopherf,37,307218840,Developer,54315.46,4473.288333333333,8,4,5,4,"debt consolidation loan,personal loan,auto loan,personal loan",29,17,12.39,5,Standard,286.69,27.71676218,237,NM,109.07534555591047,39.16156174471283,High_spent_Small_value_payments,351.5757813359481,Standard
120390,49648,1,Yokoj,30,653555390,Manager,68130.20999999999,5903.517499999999,7,5,19,2,"personal loan,home equity loan",24,18,14,5,Standard,1069.66,24.35366251508645,202,Yes,58.25312159,128.1957632,Low_spent_Large_value_payments,467.8044020180626,Standard
120414,39787,1,Hyunjoo Jinr,28,717528463,Accountant,93226.5,7755.875,5,3,6,4,"payday loan,debt consolidation loan,credit-builder loan,mortgage loan",8,4,2.14,3,Good,121.02,27.050487833645786,350,No,244.4259082809272,70.29503304812721,Low_spent_Medium_value_payments,132.91815808198092,Standard
120438,10116,1,Matthieu Protardo,33,477655868,Architect,78399.12,6568.259999999998,8,9,29,6,"debt consolidation loan,debt consolidation loan,mortgage loan,student loan,mortgage loan,not specified",57,15,15.27,12,Bad,1618.99,23.881055305034742,197,Yes,237.2892496873064,96.23272719,High_spent_Medium_value_payments,479.1814890785144,Poor
120450,37122,1,Soldatkinc,43,977795989,Mechanic,57030.99000000001,4986.5825,7,3,15,2,"home equity loan,not specified",13,15,9.88,6,Standard,2522.86,40.55185036288328,202,Yes,69.85828956,62.83802375734757,Low_spent_Medium_value_payments,379.1984004651835,Poor
120474,8450,1,Nishant Kumarz,51,418679689,Scientist,125883.99,10508.3325,4,6,7,4,"payday loan,not specified,not specified,credit-builder loan",14,0,7.14,3,Good,575.48,33.92536227188098,351,NM,299.9074888,147.80250831146657,Low_spent_Large_value_payments,345.42072616187545,Standard
120486,24276,1,Lashm,31,211834029,Lawyer,78937.47,6308.1225,6,3,8,2,"mortgage loan,home equity loan",29,15,1.63,1,Good,270.49,28.767868634444824,294,No,126.56646397990691,63.33997422889443,High_spent_Large_value_payments,596.1356222,Good
120498,36265,1,Estelle Shirbonf,29,175511525,Developer,50787.69,4209.3075,6,7,18,9,"mortgage loan,mortgage loan,not specified,debt consolidation loan,not specified,mortgage loan,credit-builder loan,payday loan,payday loan",44,18,23.44,10,Bad,3261.13,32.651972162628326,65,Yes,314.22052999330145,37.147854169898025,High_spent_Medium_value_payments,290.72041066301495,Standard
